rel_key,priority,priority_label,doc_depth,kind,rel_path,abs_path,output_md,parent_summary_only,status,reason
file:src/utils/ripgrep.ts,1951,D,skip,file,src/utils/ripgrep.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/ripgrep.ts,files/src__utils__ripgrep.ts.md,1,skipped,skipped: below default budget
file:src/utils/sanitization.ts,1952,D,skip,file,src/utils/sanitization.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sanitization.ts,files/src__utils__sanitization.ts.md,1,skipped,skipped: below default budget
file:src/utils/sanitizeId.ts,1953,D,skip,file,src/utils/sanitizeId.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sanitizeId.ts,files/src__utils__sanitizeId.ts.md,1,skipped,skipped: below default budget
file:src/utils/screenshotClipboard.ts,1954,D,skip,file,src/utils/screenshotClipboard.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/screenshotClipboard.ts,files/src__utils__screenshotClipboard.ts.md,1,skipped,skipped: below default budget
file:src/utils/sdkEventQueue.ts,1955,D,skip,file,src/utils/sdkEventQueue.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sdkEventQueue.ts,files/src__utils__sdkEventQueue.ts.md,1,skipped,skipped: below default budget
file:src/utils/sdkHeapDumpMonitor.ts,1956,D,skip,file,src/utils/sdkHeapDumpMonitor.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sdkHeapDumpMonitor.ts,files/src__utils__sdkHeapDumpMonitor.ts.md,1,skipped,skipped: below default budget
file:src/utils/searchExtraTools.ts,1957,D,skip,file,src/utils/searchExtraTools.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/searchExtraTools.ts,files/src__utils__searchExtraTools.ts.md,1,skipped,skipped: below default budget
file:src/utils/semanticBoolean.ts,1958,D,skip,file,src/utils/semanticBoolean.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/semanticBoolean.ts,files/src__utils__semanticBoolean.ts.md,1,skipped,skipped: below default budget
file:src/utils/semanticNumber.ts,1959,D,skip,file,src/utils/semanticNumber.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/semanticNumber.ts,files/src__utils__semanticNumber.ts.md,1,skipped,skipped: below default budget
file:src/utils/semver.ts,1960,D,skip,file,src/utils/semver.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/semver.ts,files/src__utils__semver.ts.md,1,skipped,skipped: below default budget
file:src/utils/sentry.ts,1961,D,skip,file,src/utils/sentry.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sentry.ts,files/src__utils__sentry.ts.md,1,skipped,skipped: below default budget
file:src/utils/sequential.ts,1962,D,skip,file,src/utils/sequential.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sequential.ts,files/src__utils__sequential.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionActivity.ts,1963,D,skip,file,src/utils/sessionActivity.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionActivity.ts,files/src__utils__sessionActivity.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionDataUploader.ts,1964,D,skip,file,src/utils/sessionDataUploader.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionDataUploader.ts,files/src__utils__sessionDataUploader.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionEnvVars.ts,1965,D,skip,file,src/utils/sessionEnvVars.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionEnvVars.ts,files/src__utils__sessionEnvVars.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionEnvironment.ts,1966,D,skip,file,src/utils/sessionEnvironment.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionEnvironment.ts,files/src__utils__sessionEnvironment.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionFileAccessHooks.ts,1967,D,skip,file,src/utils/sessionFileAccessHooks.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionFileAccessHooks.ts,files/src__utils__sessionFileAccessHooks.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionStart.ts,1968,D,skip,file,src/utils/sessionStart.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionStart.ts,files/src__utils__sessionStart.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionState.ts,1969,D,skip,file,src/utils/sessionState.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionState.ts,files/src__utils__sessionState.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionTitle.ts,1970,D,skip,file,src/utils/sessionTitle.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionTitle.ts,files/src__utils__sessionTitle.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionUrl.ts,1971,D,skip,file,src/utils/sessionUrl.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionUrl.ts,files/src__utils__sessionUrl.ts.md,1,skipped,skipped: below default budget
file:src/utils/set.ts,1972,D,skip,file,src/utils/set.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/set.ts,files/src__utils__set.ts.md,1,skipped,skipped: below default budget
file:src/utils/sideQuery.ts,1973,D,skip,file,src/utils/sideQuery.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sideQuery.ts,files/src__utils__sideQuery.ts.md,1,skipped,skipped: below default budget
file:src/utils/sideQuestion.ts,1974,D,skip,file,src/utils/sideQuestion.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sideQuestion.ts,files/src__utils__sideQuestion.ts.md,1,skipped,skipped: below default budget
file:src/utils/signal.ts,1975,D,skip,file,src/utils/signal.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/signal.ts,files/src__utils__signal.ts.md,1,skipped,skipped: below default budget
file:src/utils/sinks.ts,1976,D,skip,file,src/utils/sinks.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sinks.ts,files/src__utils__sinks.ts.md,1,skipped,skipped: below default budget
file:src/utils/slashCommandParsing.ts,1977,D,skip,file,src/utils/slashCommandParsing.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/slashCommandParsing.ts,files/src__utils__slashCommandParsing.ts.md,1,skipped,skipped: below default budget
file:src/utils/sleep.ts,1978,D,skip,file,src/utils/sleep.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sleep.ts,files/src__utils__sleep.ts.md,1,skipped,skipped: below default budget
file:src/utils/sliceAnsi.ts,1979,D,skip,file,src/utils/sliceAnsi.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sliceAnsi.ts,files/src__utils__sliceAnsi.ts.md,1,skipped,skipped: below default budget
file:src/utils/slowOperations.ts,1980,D,skip,file,src/utils/slowOperations.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/slowOperations.ts,files/src__utils__slowOperations.ts.md,1,skipped,skipped: below default budget
file:src/utils/standaloneAgent.ts,1981,D,skip,file,src/utils/standaloneAgent.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/standaloneAgent.ts,files/src__utils__standaloneAgent.ts.md,1,skipped,skipped: below default budget
file:src/utils/startupProfiler.ts,1982,D,skip,file,src/utils/startupProfiler.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/startupProfiler.ts,files/src__utils__startupProfiler.ts.md,1,skipped,skipped: below default budget
file:src/utils/staticRender.tsx,1983,D,skip,file,src/utils/staticRender.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/staticRender.tsx,files/src__utils__staticRender.tsx.md,1,skipped,skipped: below default budget
file:src/utils/statsCache.ts,1984,D,skip,file,src/utils/statsCache.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/statsCache.ts,files/src__utils__statsCache.ts.md,1,skipped,skipped: below default budget
file:src/utils/status.tsx,1985,D,skip,file,src/utils/status.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/status.tsx,files/src__utils__status.tsx.md,1,skipped,skipped: below default budget
file:src/utils/statusNoticeDefinitions.tsx,1986,D,skip,file,src/utils/statusNoticeDefinitions.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/statusNoticeDefinitions.tsx,files/src__utils__statusNoticeDefinitions.tsx.md,1,skipped,skipped: below default budget
file:src/utils/statusNoticeHelpers.ts,1987,D,skip,file,src/utils/statusNoticeHelpers.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/statusNoticeHelpers.ts,files/src__utils__statusNoticeHelpers.ts.md,1,skipped,skipped: below default budget
file:src/utils/stream.ts,1988,D,skip,file,src/utils/stream.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/stream.ts,files/src__utils__stream.ts.md,1,skipped,skipped: below default budget
file:src/utils/streamJsonStdoutGuard.ts,1989,D,skip,file,src/utils/streamJsonStdoutGuard.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/streamJsonStdoutGuard.ts,files/src__utils__streamJsonStdoutGuard.ts.md,1,skipped,skipped: below default budget
file:src/utils/streamlinedTransform.ts,1990,D,skip,file,src/utils/streamlinedTransform.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/streamlinedTransform.ts,files/src__utils__streamlinedTransform.ts.md,1,skipped,skipped: below default budget
file:src/utils/stringUtils.ts,1991,D,skip,file,src/utils/stringUtils.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/stringUtils.ts,files/src__utils__stringUtils.ts.md,1,skipped,skipped: below default budget
file:src/utils/subprocessEnv.ts,1992,D,skip,file,src/utils/subprocessEnv.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/subprocessEnv.ts,files/src__utils__subprocessEnv.ts.md,1,skipped,skipped: below default budget
file:src/utils/systemDirectories.ts,1993,D,skip,file,src/utils/systemDirectories.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/systemDirectories.ts,files/src__utils__systemDirectories.ts.md,1,skipped,skipped: below default budget
file:src/utils/systemTheme.ts,1994,D,skip,file,src/utils/systemTheme.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/systemTheme.ts,files/src__utils__systemTheme.ts.md,1,skipped,skipped: below default budget
file:src/utils/taggedId.ts,1995,D,skip,file,src/utils/taggedId.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/taggedId.ts,files/src__utils__taggedId.ts.md,1,skipped,skipped: below default budget
file:src/utils/teamDiscovery.ts,1996,D,skip,file,src/utils/teamDiscovery.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/teamDiscovery.ts,files/src__utils__teamDiscovery.ts.md,1,skipped,skipped: below default budget
file:src/utils/teamMemoryOps.ts,1997,D,skip,file,src/utils/teamMemoryOps.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/teamMemoryOps.ts,files/src__utils__teamMemoryOps.ts.md,1,skipped,skipped: below default budget
file:src/utils/teammate.ts,1998,D,skip,file,src/utils/teammate.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/teammate.ts,files/src__utils__teammate.ts.md,1,skipped,skipped: below default budget
file:src/utils/teammateContext.ts,1999,D,skip,file,src/utils/teammateContext.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/teammateContext.ts,files/src__utils__teammateContext.ts.md,1,skipped,skipped: below default budget
file:src/utils/telemetryAttributes.ts,2000,D,skip,file,src/utils/telemetryAttributes.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/telemetryAttributes.ts,files/src__utils__telemetryAttributes.ts.md,1,skipped,skipped: below default budget
file:src/utils/terminal.ts,2001,D,skip,file,src/utils/terminal.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/terminal.ts,files/src__utils__terminal.ts.md,1,skipped,skipped: below default budget
file:src/utils/terminalPanel.ts,2002,D,skip,file,src/utils/terminalPanel.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/terminalPanel.ts,files/src__utils__terminalPanel.ts.md,1,skipped,skipped: below default budget
file:src/utils/textHighlighting.ts,2003,D,skip,file,src/utils/textHighlighting.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/textHighlighting.ts,files/src__utils__textHighlighting.ts.md,1,skipped,skipped: below default budget
file:src/utils/thinking.ts,2004,D,skip,file,src/utils/thinking.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/thinking.ts,files/src__utils__thinking.ts.md,1,skipped,skipped: below default budget
file:src/utils/timeouts.ts,2005,D,skip,file,src/utils/timeouts.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/timeouts.ts,files/src__utils__timeouts.ts.md,1,skipped,skipped: below default budget
file:src/utils/tmuxSocket.ts,2006,D,skip,file,src/utils/tmuxSocket.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/tmuxSocket.ts,files/src__utils__tmuxSocket.ts.md,1,skipped,skipped: below default budget
file:src/utils/tokenBudget.ts,2007,D,skip,file,src/utils/tokenBudget.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/tokenBudget.ts,files/src__utils__tokenBudget.ts.md,1,skipped,skipped: below default budget
file:src/utils/tokens.ts,2008,D,skip,file,src/utils/tokens.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/tokens.ts,files/src__utils__tokens.ts.md,1,skipped,skipped: below default budget
file:src/utils/toolErrors.ts,2009,D,skip,file,src/utils/toolErrors.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/toolErrors.ts,files/src__utils__toolErrors.ts.md,1,skipped,skipped: below default budget
file:src/utils/toolPool.ts,2010,D,skip,file,src/utils/toolPool.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/toolPool.ts,files/src__utils__toolPool.ts.md,1,skipped,skipped: below default budget
file:src/utils/transcriptSearch.ts,2011,D,skip,file,src/utils/transcriptSearch.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/transcriptSearch.ts,files/src__utils__transcriptSearch.ts.md,1,skipped,skipped: below default budget
file:src/utils/treeify.ts,2012,D,skip,file,src/utils/treeify.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/treeify.ts,files/src__utils__treeify.ts.md,1,skipped,skipped: below default budget
file:src/utils/truncate.ts,2013,D,skip,file,src/utils/truncate.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/truncate.ts,files/src__utils__truncate.ts.md,1,skipped,skipped: below default budget
file:src/utils/udsClient.ts,2014,D,skip,file,src/utils/udsClient.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/udsClient.ts,files/src__utils__udsClient.ts.md,1,skipped,skipped: below default budget
file:src/utils/udsMessaging.ts,2015,D,skip,file,src/utils/udsMessaging.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/udsMessaging.ts,files/src__utils__udsMessaging.ts.md,1,skipped,skipped: below default budget
file:src/utils/udsResponseReader.ts,2016,D,skip,file,src/utils/udsResponseReader.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/udsResponseReader.ts,files/src__utils__udsResponseReader.ts.md,1,skipped,skipped: below default budget
file:src/utils/unaryLogging.ts,2017,D,skip,file,src/utils/unaryLogging.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/unaryLogging.ts,files/src__utils__unaryLogging.ts.md,1,skipped,skipped: below default budget
file:src/utils/undercover.ts,2018,D,skip,file,src/utils/undercover.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/undercover.ts,files/src__utils__undercover.ts.md,1,skipped,skipped: below default budget
file:src/utils/user.ts,2019,D,skip,file,src/utils/user.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/user.ts,files/src__utils__user.ts.md,1,skipped,skipped: below default budget
file:src/utils/userAgent.ts,2020,D,skip,file,src/utils/userAgent.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/userAgent.ts,files/src__utils__userAgent.ts.md,1,skipped,skipped: below default budget
file:src/utils/userPromptKeywords.ts,2021,D,skip,file,src/utils/userPromptKeywords.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/userPromptKeywords.ts,files/src__utils__userPromptKeywords.ts.md,1,skipped,skipped: below default budget
file:src/utils/uuid.ts,2022,D,skip,file,src/utils/uuid.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/uuid.ts,files/src__utils__uuid.ts.md,1,skipped,skipped: below default budget
file:src/utils/warningHandler.ts,2023,D,skip,file,src/utils/warningHandler.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/warningHandler.ts,files/src__utils__warningHandler.ts.md,1,skipped,skipped: below default budget
file:src/utils/which.ts,2024,D,skip,file,src/utils/which.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/which.ts,files/src__utils__which.ts.md,1,skipped,skipped: below default budget
file:src/utils/windowsPaths.ts,2025,D,skip,file,src/utils/windowsPaths.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/windowsPaths.ts,files/src__utils__windowsPaths.ts.md,1,skipped,skipped: below default budget
file:src/utils/withResolvers.ts,2026,D,skip,file,src/utils/withResolvers.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/withResolvers.ts,files/src__utils__withResolvers.ts.md,1,skipped,skipped: below default budget
file:src/utils/words.ts,2027,D,skip,file,src/utils/words.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/words.ts,files/src__utils__words.ts.md,1,skipped,skipped: below default budget
file:src/utils/workloadContext.ts,2028,D,skip,file,src/utils/workloadContext.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/workloadContext.ts,files/src__utils__workloadContext.ts.md,1,skipped,skipped: below default budget
file:src/utils/worktreeModeEnabled.ts,2029,D,skip,file,src/utils/worktreeModeEnabled.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/worktreeModeEnabled.ts,files/src__utils__worktreeModeEnabled.ts.md,1,skipped,skipped: below default budget
file:src/utils/xdg.ts,2030,D,skip,file,src/utils/xdg.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/xdg.ts,files/src__utils__xdg.ts.md,1,skipped,skipped: below default budget
file:src/utils/xml.ts,2031,D,skip,file,src/utils/xml.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/xml.ts,files/src__utils__xml.ts.md,1,skipped,skipped: below default budget
file:src/utils/yaml.ts,2032,D,skip,file,src/utils/yaml.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/yaml.ts,files/src__utils__yaml.ts.md,1,skipped,skipped: below default budget
file:src/vim/motions.ts,2033,D,skip,file,src/vim/motions.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/vim/motions.ts,files/src__vim__motions.ts.md,1,skipped,skipped: below default budget
file:src/vim/operators.ts,2034,D,skip,file,src/vim/operators.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/vim/operators.ts,files/src__vim__operators.ts.md,1,skipped,skipped: below default budget
file:src/vim/textObjects.ts,2035,D,skip,file,src/vim/textObjects.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/vim/textObjects.ts,files/src__vim__textObjects.ts.md,1,skipped,skipped: below default budget
file:src/vim/transitions.ts,2036,D,skip,file,src/vim/transitions.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/vim/transitions.ts,files/src__vim__transitions.ts.md,1,skipped,skipped: below default budget
file:src/vim/types.ts,2037,D,skip,file,src/vim/types.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/vim/types.ts,files/src__vim__types.ts.md,1,skipped,skipped: below default budget
file:src/voice/voiceModeEnabled.ts,2038,D,skip,file,src/voice/voiceModeEnabled.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/voice/voiceModeEnabled.ts,files/src__voice__voiceModeEnabled.ts.md,1,skipped,skipped: below default budget
file:docs/agent/sub-agents.mdx,2039,D,skip,file,docs/agent/sub-agents.mdx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/docs/agent/sub-agents.mdx,files/docs__agent__sub-agents.mdx.md,1,skipped,skipped: below default budget
file:src/bridge/remoteBridgeCore.ts,2040,D,skip,file,src/bridge/remoteBridgeCore.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/bridge/remoteBridgeCore.ts,files/src__bridge__remoteBridgeCore.ts.md,1,skipped,skipped: below default budget
file:src/cli/structuredIO.ts,2041,D,skip,file,src/cli/structuredIO.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/cli/structuredIO.ts,files/src__cli__structuredIO.ts.md,1,skipped,skipped: below default budget
file:src/components/FullscreenLayout.tsx,2042,D,skip,file,src/components/FullscreenLayout.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/FullscreenLayout.tsx,files/src__components__FullscreenLayout.tsx.md,1,skipped,skipped: below default budget
file:src/components/LogSelector.tsx,2043,D,skip,file,src/components/LogSelector.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/LogSelector.tsx,files/src__components__LogSelector.tsx.md,1,skipped,skipped: below default budget
file:src/components/MessageSelector.tsx,2044,D,skip,file,src/components/MessageSelector.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/MessageSelector.tsx,files/src__components__MessageSelector.tsx.md,1,skipped,skipped: below default budget
file:src/components/Messages.tsx,2045,D,skip,file,src/components/Messages.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/Messages.tsx,files/src__components__Messages.tsx.md,1,skipped,skipped: below default budget
file:src/components/ScrollKeybindingHandler.tsx,2046,D,skip,file,src/components/ScrollKeybindingHandler.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/ScrollKeybindingHandler.tsx,files/src__components__ScrollKeybindingHandler.tsx.md,1,skipped,skipped: below default budget
file:src/components/Stats.tsx,2047,D,skip,file,src/components/Stats.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/Stats.tsx,files/src__components__Stats.tsx.md,1,skipped,skipped: below default budget
file:src/components/VirtualMessageList.tsx,2048,D,skip,file,src/components/VirtualMessageList.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/VirtualMessageList.tsx,files/src__components__VirtualMessageList.tsx.md,1,skipped,skipped: below default budget
file:src/constants/promptEngineeringAudit.runner.ts,2049,D,skip,file,src/constants/promptEngineeringAudit.runner.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/constants/promptEngineeringAudit.runner.ts,files/src__constants__promptEngineeringAudit.runner.ts.md,1,skipped,skipped: below default budget
file:src/hooks/fileSuggestions.ts,2050,D,skip,file,src/hooks/fileSuggestions.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/hooks/fileSuggestions.ts,files/src__hooks__fileSuggestions.ts.md,1,skipped,skipped: below default budget
file:src/hooks/useInboxPoller.ts,2051,D,skip,file,src/hooks/useInboxPoller.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/hooks/useInboxPoller.ts,files/src__hooks__useInboxPoller.ts.md,1,skipped,skipped: below default budget
file:src/hooks/useReplBridge.tsx,2052,D,skip,file,src/hooks/useReplBridge.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/hooks/useReplBridge.tsx,files/src__hooks__useReplBridge.tsx.md,1,skipped,skipped: below default budget
file:src/hooks/useVirtualScroll.ts,2053,D,skip,file,src/hooks/useVirtualScroll.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/hooks/useVirtualScroll.ts,files/src__hooks__useVirtualScroll.ts.md,1,skipped,skipped: below default budget
file:src/hooks/useVoice.ts,2054,D,skip,file,src/hooks/useVoice.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/hooks/useVoice.ts,files/src__hooks__useVoice.ts.md,1,skipped,skipped: below default budget
file:src/hooks/useVoiceIntegration.tsx,2055,D,skip,file,src/hooks/useVoiceIntegration.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/hooks/useVoiceIntegration.tsx,files/src__hooks__useVoiceIntegration.tsx.md,1,skipped,skipped: below default budget
